SP_CUSTOMER.sql	SP_CUSTOMER.sql	14	CUSTOMERS.CUSTOMER_ID	C	RegisterCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	14	CUSTOMERS.NAME	C	RegisterCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	14	CUSTOMERS.EMAIL	C	RegisterCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	14	CUSTOMERS.PHONE	C	RegisterCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	14	CUSTOMERS.CREATED_AT	C	RegisterCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	39	CUSTOMERS.EMAIL	U	UpdateCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	39	CUSTOMERS.PHONE	U	UpdateCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	39	CUSTOMERS.UPDATED_AT	U	UpdateCustomer	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	53	o.ORDER_ID	R	GetCustomerOrders	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	53	o.ORDER_DATE	R	GetCustomerOrders	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	53	o.STATUS	R	GetCustomerOrders	
SP_CUSTOMER.sql	SP_CUSTOMER.sql	53	o.TOTAL_AMOUNT	R	GetCustomerOrders	
SP_INVENTORY.sql	SP_INVENTORY.sql	33	INVENTORY.QUANTITY	U	UpdateStock	
SP_INVENTORY.sql	SP_INVENTORY.sql	33	INVENTORY.UPDATED_AT	U	UpdateStock	
SP_INVENTORY.sql	SP_INVENTORY.sql	48	INVENTORY.INV_ID	C	AddInventory	
SP_INVENTORY.sql	SP_INVENTORY.sql	48	INVENTORY.PRODUCT_ID	C	AddInventory	
SP_INVENTORY.sql	SP_INVENTORY.sql	48	INVENTORY.WAREHOUSE_ID	C	AddInventory	
SP_INVENTORY.sql	SP_INVENTORY.sql	48	INVENTORY.QUANTITY	C	AddInventory	
SP_INVENTORY.sql	SP_INVENTORY.sql	48	INVENTORY.UPDATED_AT	C	AddInventory	
SP_ORDER.sql	SP_ORDER.sql	16	ORDERS.ORDER_ID	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	16	ORDERS.CUSTOMER_ID	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	16	ORDERS.ORDER_DATE	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	16	ORDERS.STATUS	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	16	ORDERS.TOTAL_AMOUNT	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	ORDER_ITEMS.ITEM_ID	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	ORDER_ITEMS.ORDER_ID	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	ORDER_ITEMS.PRODUCT_ID	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	ORDER_ITEMS.QUANTITY	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	ORDER_ITEMS.UNIT_PRICE	C	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	26	SEQ_ITEM.NEXTVAL	R	ProcessOrder	
SP_ORDER.sql	SP_ORDER.sql	55	ORDERS.STATUS	U	CancelOrder	
SP_ORDER.sql	SP_ORDER.sql	55	ORDERS.UPDATED_AT	U	CancelOrder	
SP_REPORT.sql	SP_REPORT.sql	16	o.ORDER_ID	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	o.ORDER_DATE	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	c.NAME	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	c.EMAIL	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	p.PRODUCT_NAME	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	oi.QUANTITY	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	oi.UNIT_PRICE	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	oi.QUANTITY	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	oi.UNIT_PRICE	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	16	o.STATUS	R	GenerateReport	
SP_REPORT.sql	SP_REPORT.sql	45	p.PRODUCT_ID	R	InventorySummary	
SP_REPORT.sql	SP_REPORT.sql	45	p.PRODUCT_NAME	R	InventorySummary	
SP_REPORT.sql	SP_REPORT.sql	45	p.CATEGORY	R	InventorySummary	
SP_REPORT.sql	SP_REPORT.sql	45	i.QUANTITY	R	InventorySummary	
SP_REPORT.sql	SP_REPORT.sql	45	i.UPDATED_AT	R	InventorySummary	
